global_step,epoch,loss_total,loss_ce,loss_student_ce,loss_teacher_ce,loss_align
0,0,8.303256034851074,8.286375045776367,5.358084201812744,2.928290367126465,0.16881383955478668
0,0,3.6182520389556885,3.603562831878662,2.165419101715088,1.4381436109542847,0.14689312875270844
1,0.0005434782608695652,4.116901397705078,4.104568958282471,2.3220436573028564,1.7825251817703247,0.12332354485988617
1,0.0005434782608695652,4.247908592224121,4.237640380859375,2.521153688430786,1.7164866924285889,0.1026807576417923
2,0.0010869565217391304,12.213202476501465,12.1975679397583,6.925693035125732,5.271874904632568,0.15634553134441376
2,0.0010869565217391304,8.303206443786621,8.291152000427246,5.204221248626709,3.086930990219116,0.12054604291915894
3,0.0016304347826086956,6.246729373931885,6.2373366355896,3.2374329566955566,2.999903678894043,0.09392503648996353
3,0.0016304347826086956,5.053639888763428,5.036950588226318,2.895148754119873,2.1418018341064453,0.16689075529575348
4,0.002173913043478261,7.005862236022949,6.992706775665283,4.098991870880127,2.8937149047851562,0.13155336678028107
4,0.002173913043478261,4.406257629394531,4.391627788543701,2.6653268337249756,1.7263009548187256,0.1462993025779724
5,0.002717391304347826,nan,2.957650899887085,1.994591474533081,0.9630594849586487,nan
5,0.002717391304347826,3.700117588043213,3.6933727264404297,2.2312185764312744,1.4621541500091553,0.06744834780693054
6,0.003260869565217391,2.056868314743042,2.0533809661865234,1.1370495557785034,0.9163312911987305,0.034873560070991516
6,0.003260869565217391,12.79451847076416,12.779335021972656,7.582481861114502,5.196853160858154,0.1518319845199585
7,0.0038043478260869567,3.327967643737793,3.3076272010803223,2.1143343448638916,1.1932928562164307,0.2034045308828354
7,0.0038043478260869567,2.4679501056671143,2.4582717418670654,1.5182127952575684,0.9400588870048523,0.0967848151922226
8,0.004347826086956522,8.607887268066406,8.589356422424316,4.467501640319824,4.121854782104492,0.1853122115135193
8,0.004347826086956522,7.994655609130859,7.959381103515625,4.4963178634643555,3.4630630016326904,0.35274308919906616
9,0.004891304347826087,5.581429958343506,5.575030326843262,3.153759241104126,2.4212710857391357,0.06399770081043243
9,0.004891304347826087,3.4514272212982178,3.4436986446380615,2.096824884414673,1.3468737602233887,0.0772857591509819
10,0.005434782608695652,6.027224540710449,6.013204574584961,3.6932272911071777,2.319977045059204,0.14020155370235443
10,0.005434782608695652,2.3796300888061523,2.3599045276641846,1.372063159942627,0.9878413677215576,0.1972564458847046
11,0.005978260869565218,3.7367300987243652,3.7284703254699707,2.2472403049468994,1.4812301397323608,0.08259744942188263
11,0.005978260869565218,3.324718475341797,3.3175525665283203,1.9932966232299805,1.3242559432983398,0.07165933400392532
12,0.006521739130434782,2.6741561889648438,2.6686272621154785,1.4494463205337524,1.2191810607910156,0.05529019609093666
12,0.006521739130434782,3.596463203430176,3.5889720916748047,2.236253499984741,1.352718710899353,0.07491151988506317
13,0.007065217391304348,5.004812240600586,4.984808921813965,2.8497493267059326,2.135059356689453,0.2000354528427124
13,0.007065217391304348,6.1204023361206055,6.101188659667969,3.1402246952056885,2.9609642028808594,0.19213709235191345
14,0.007608695652173913,2.337454080581665,2.331035852432251,1.4258838891983032,0.9051519632339478,0.06418345123529434
14,0.007608695652173913,7.183541774749756,7.164700508117676,4.034766674041748,3.1299335956573486,0.1884118765592575
15,0.008152173913043478,1.84950852394104,1.8432185649871826,1.072263479232788,0.7709551453590393,0.06289996951818466
15,0.008152173913043478,4.614890098571777,4.5969648361206055,2.512856960296631,2.0841076374053955,0.17925117909908295
16,0.008695652173913044,3.966970920562744,3.9515953063964844,2.473163604736328,1.4784318208694458,0.15375660359859467
16,0.008695652173913044,3.8430731296539307,3.8224000930786133,2.2235496044158936,1.5988506078720093,0.20672976970672607
17,0.00923913043478261,4.69264030456543,4.672236442565918,2.7203235626220703,1.9519129991531372,0.20403817296028137
17,0.00923913043478261,1.9738632440567017,1.9658523797988892,1.2890501022338867,0.6768022775650024,0.08010920882225037
18,0.009782608695652175,2.6930601596832275,2.6853082180023193,1.7401477098464966,0.9451605677604675,0.07751962542533875
18,0.009782608695652175,4.151766300201416,4.133704662322998,2.445178270339966,1.6885262727737427,0.1806173026561737
19,0.010326086956521738,3.008695125579834,2.9997739791870117,1.8036545515060425,1.1961195468902588,0.08921244740486145
19,0.010326086956521738,2.7005832195281982,2.6881442070007324,1.7128384113311768,0.9753059148788452,0.12439053505659103
20,0.010869565217391304,6.037142276763916,6.028432846069336,3.608003616333008,2.420429229736328,0.08709636330604553
20,0.010869565217391304,4.469753265380859,4.454290866851807,2.4613430500030518,1.9929479360580444,0.15462471544742584
21,0.01141304347826087,1.8285448551177979,1.821360468864441,1.1084928512573242,0.7128676176071167,0.07184360921382904
21,0.01141304347826087,2.830815553665161,2.822066068649292,1.7400000095367432,1.0820660591125488,0.08749530464410782
22,0.011956521739130435,3.739593029022217,3.7332825660705566,2.196014642715454,1.537268042564392,0.06310565769672394
22,0.011956521739130435,2.6368680000305176,2.6273531913757324,1.5590709447860718,1.068282127380371,0.09514925628900528
23,0.0125,7.905822277069092,7.8717875480651855,5.523833274841309,2.347954273223877,0.34034663438796997
23,0.0125,2.167051315307617,2.1602063179016113,1.288211703300476,0.8719944953918457,0.06845024228096008
24,0.013043478260869565,5.977496147155762,5.958230972290039,3.615219831466675,2.3430111408233643,0.19264981150627136
24,0.013043478260869565,2.0849111080169678,2.079186201095581,1.3624972105026245,0.7166889309883118,0.05724865198135376
25,0.01358695652173913,4.628372669219971,4.604822635650635,2.908165454864502,1.6966572999954224,0.23549863696098328
25,0.01358695652173913,1.4416117668151855,1.4344704151153564,0.8779590129852295,0.556511402130127,0.07141374796628952
26,0.014130434782608696,3.220412254333496,3.202514410018921,1.9740071296691895,1.2285072803497314,0.17897862195968628
26,0.014130434782608696,1.8902029991149902,1.8728889226913452,1.0569775104522705,0.8159114122390747,0.17314107716083527
27,0.014673913043478261,2.61666202545166,2.6102795600891113,1.5465397834777832,1.0637397766113281,0.06382503360509872
27,0.014673913043478261,1.7473093271255493,1.7414692640304565,1.0982457399368286,0.6432235240936279,0.058400362730026245
28,0.015217391304347827,3.560978889465332,3.551858901977539,2.340883493423462,1.2109755277633667,0.09120089560747147
28,0.015217391304347827,1.0972504615783691,1.0895178318023682,0.6842359900474548,0.40528184175491333,0.0773264616727829
