global_step,epoch,loss_total,loss_ce,loss_student_ce,loss_teacher_ce,loss_align
0,0,8.4542818069458,8.286375045776367,5.358084201812744,2.928290367126465,0.16790707409381866
0,0,3.603562831878662,3.603562831878662,2.165419101715088,1.4381436109542847,0.0
1,0.0005434782608695652,4.104568958282471,4.104568958282471,2.3220436573028564,1.7825251817703247,0.0
1,0.0005434782608695652,4.3465776443481445,4.237640380859375,2.521153688430786,1.7164866924285889,0.10893736034631729
2,0.0010869565217391304,12.415513038635254,12.185356140136719,6.895816802978516,5.289538860321045,0.23015649616718292
2,0.0010869565217391304,8.456021308898926,8.318391799926758,5.22047758102417,3.0979137420654297,0.13762937486171722
3,0.0016304347826086956,6.2656426429748535,6.2656426429748535,3.252018451690674,3.0136241912841797,0.0
3,0.0016304347826086956,5.0583391189575195,5.0583391189575195,2.897242546081543,2.1610968112945557,0.0
4,0.002173913043478261,7.1684184074401855,6.975502967834473,4.088532447814941,2.886970281600952,0.19291538000106812
4,0.002173913043478261,4.391955375671387,4.391955375671387,2.668058395385742,1.7238972187042236,0.0
5,0.002717391304347826,3.0999107360839844,2.9643383026123047,2.006096124649048,0.9582421779632568,0.13557249307632446
5,0.002717391304347826,3.8116438388824463,3.6943588256835938,2.2317495346069336,1.4626092910766602,0.1172851026058197
6,0.003260869565217391,2.1105306148529053,2.0557613372802734,1.1382628679275513,0.9174985885620117,0.054769329726696014
6,0.003260869565217391,12.9050931930542,12.747950553894043,7.561502456665039,5.186448097229004,0.15714271366596222
7,0.0038043478260869567,3.2999119758605957,3.2999119758605957,2.106684684753418,1.1932274103164673,0.0
7,0.0038043478260869567,2.5530269145965576,2.460921287536621,1.5184139013290405,0.9425073266029358,0.09210561960935593
8,0.004347826086956522,9.135717391967773,8.581537246704102,4.469324588775635,4.112212181091309,0.5541801452636719
8,0.004347826086956522,8.0742769241333,7.911791801452637,4.461613178253174,3.450178384780884,0.1624847948551178
9,0.004891304347826087,5.626538276672363,5.529525279998779,3.119719982147217,2.4098052978515625,0.0970129668712616
9,0.004891304347826087,3.5340957641601562,3.418562412261963,2.0805177688598633,1.3380447626113892,0.11553333699703217
10,0.005434782608695652,6.218405723571777,6.039181232452393,3.7344722747802734,2.304708957672119,0.17922456562519073
10,0.005434782608695652,2.5090417861938477,2.421696901321411,1.4330002069473267,0.9886967539787292,0.08734484016895294
11,0.005978260869565218,3.717923879623413,3.6429836750030518,2.1786553859710693,1.4643282890319824,0.07494009286165237
11,0.005978260869565218,3.473909378051758,3.3393712043762207,2.024261474609375,1.3151096105575562,0.13453829288482666
12,0.006521739130434782,2.7263288497924805,2.644867420196533,1.4245705604553223,1.2202969789505005,0.08146154135465622
12,0.006521739130434782,3.806762456893921,3.6971230506896973,2.3326210975646973,1.3645020723342896,0.10963945835828781
13,0.007065217391304348,5.272579669952393,5.082490921020508,2.9091267585754395,2.1733639240264893,0.1900886595249176
13,0.007065217391304348,6.769168853759766,6.237271785736084,3.240807056427002,2.996464729309082,0.531897246837616
14,0.007608695652173913,2.4737436771392822,2.397871255874634,1.4721776247024536,0.925693690776825,0.07587242871522903
14,0.007608695652173913,7.615767478942871,7.412558555603027,4.142303943634033,3.270254611968994,0.20320887863636017
15,0.008152173913043478,1.953271746635437,1.8792376518249512,1.0860834121704102,0.7931541800498962,0.07403412461280823
15,0.008152173913043478,4.921175479888916,4.7519378662109375,2.6044564247131348,2.1474814414978027,0.1692376732826233
16,0.008695652173913044,4.157692909240723,4.092381477355957,2.5769197940826416,1.5154615640640259,0.06531146168708801
16,0.008695652173913044,4.184536457061768,4.021792411804199,2.35554838180542,1.6662439107894897,0.16274404525756836
17,0.00923913043478261,5.189417839050293,4.99034309387207,2.9116108417510986,2.078732490539551,0.19907470047473907
17,0.00923913043478261,2.118173360824585,2.0219788551330566,1.3180649280548096,0.7039138674736023,0.0961945578455925
18,0.009782608695652175,2.854915142059326,2.7583985328674316,1.776632308959961,0.9817661046981812,0.09651649743318558
18,0.009782608695652175,4.401564121246338,4.22092342376709,2.4642345905303955,1.7566887140274048,0.18064089119434357
19,0.010326086956521738,3.1256344318389893,3.028825044631958,1.8012897968292236,1.2275352478027344,0.09680929780006409
19,0.010326086956521738,2.726613759994507,2.726613759994507,1.7401525974273682,0.9864612221717834,0.0
20,0.010869565217391304,6.321763038635254,6.321763038635254,3.7707648277282715,2.5509984493255615,0.0
20,0.010869565217391304,4.8178629875183105,4.667240142822266,2.557518482208252,2.1097216606140137,0.15062302350997925
21,0.01141304347826087,1.9180577993392944,1.8416390419006348,1.1275620460510254,0.7140769958496094,0.07641871273517609
21,0.01141304347826087,2.967249870300293,2.889291286468506,1.8171541690826416,1.0721372365951538,0.07795847207307816
22,0.011956521739130435,3.966594696044922,3.843820095062256,2.2583396434783936,1.5854804515838623,0.12277455627918243
22,0.011956521739130435,2.7846803665161133,2.713890552520752,1.6135613918304443,1.100329041481018,0.07078976184129715
23,0.0125,6.298285961151123,6.155831336975098,3.7774136066436768,2.37841796875,0.14245469868183136
23,0.0125,2.3808748722076416,2.293348789215088,1.38101065158844,0.9123380780220032,0.08752615749835968
24,0.013043478260869565,6.50352144241333,6.360986709594727,3.912877321243286,2.4481093883514404,0.1425345093011856
24,0.013043478260869565,2.2161366939544678,2.133568525314331,1.4052352905273438,0.7283332943916321,0.08256828039884567
25,0.01358695652173913,4.769606590270996,4.600320339202881,2.840763568878174,1.7595568895339966,0.16928605735301971
25,0.01358695652173913,1.4964686632156372,1.4431605339050293,0.8621882200241089,0.5809723734855652,0.05330817401409149
26,0.014130434782608696,3.3191275596618652,3.246532678604126,2.005998134613037,1.2405345439910889,0.07259494066238403
26,0.014130434782608696,1.9428303241729736,1.9021203517913818,1.073844075202942,0.8282762765884399,0.04070991650223732
27,0.014673913043478261,2.722365617752075,2.632646083831787,1.5699399709701538,1.0627061128616333,0.08971958607435226
27,0.014673913043478261,1.7758865356445312,1.7273205518722534,1.0474789142608643,0.6798416376113892,0.048565980046987534
28,0.015217391304347827,3.759843587875366,3.6306509971618652,2.387488603591919,1.2431622743606567,0.1291925609111786
28,0.015217391304347827,1.1966575384140015,1.122391700744629,0.7095608711242676,0.4128308594226837,0.07426586002111435
29,0.01576086956521739,3.5416669845581055,3.449535846710205,2.232588768005371,1.2169471979141235,0.09213102608919144
29,0.01576086956521739,6.296647071838379,6.296647071838379,3.812286138534546,2.484360933303833,0.0
30,0.016304347826086956,2.003746271133423,1.9063220024108887,1.1541125774383545,0.7522094249725342,0.09742436558008194
30,0.016304347826086956,3.414555072784424,3.414555072784424,2.057943820953369,1.3566111326217651,0.0
31,0.01684782608695652,3.4031684398651123,3.3348512649536133,2.0070865154266357,1.327764630317688,0.06831719726324081
31,0.01684782608695652,4.727109909057617,4.60029411315918,2.954528570175171,1.6457656621932983,0.12681590020656586
32,0.017391304347826087,5.997440814971924,5.492506504058838,3.135206937789917,2.357299566268921,0.5049343109130859
32,0.017391304347826087,3.609445571899414,3.5038442611694336,2.2279350757598877,1.275909185409546,0.10560137778520584
33,0.017934782608695653,3.598712682723999,3.4876019954681396,2.1668479442596436,1.320754051208496,0.11111075431108475
33,0.017934782608695653,0.9757968783378601,0.9400265216827393,0.5259189605712891,0.4141075611114502,0.035770367830991745
34,0.01847826086956522,6.811889171600342,6.630640506744385,4.150158405303955,2.4804821014404297,0.1812485009431839
34,0.01847826086956522,2.3864829540252686,2.284428596496582,1.4407145977020264,0.8437141180038452,0.10205426812171936
35,0.019021739130434784,0.8600342869758606,0.817728579044342,0.478159636259079,0.33956894278526306,0.04230570048093796
35,0.019021739130434784,3.038151502609253,2.967139720916748,2.0945286750793457,0.8726109862327576,0.07101181894540787
36,0.01956521739130435,3.0086560249328613,2.930525779724121,1.7853227853775024,1.1452029943466187,0.07813028246164322
36,0.01956521739130435,1.1259491443634033,1.087965965270996,0.620284914970398,0.46768108010292053,0.03798319399356842
37,0.02010869565217391,2.4983580112457275,2.4111814498901367,1.3802522420883179,1.0309290885925293,0.08717653900384903
37,0.02010869565217391,3.476895809173584,3.392596960067749,2.035835027694702,1.3567619323730469,0.08429895341396332
38,0.020652173913043477,6.4877028465271,6.341106414794922,4.211292266845703,2.129814386367798,0.1465962529182434
38,0.020652173913043477,1.7082093954086304,1.6490353345870972,1.0216351747512817,0.6274001598358154,0.05917411670088768
39,0.021195652173913043,2.2925240993499756,2.2925240993499756,1.3905689716339111,0.9019551277160645,0.0
39,0.021195652173913043,3.032336950302124,3.032336950302124,1.723823070526123,1.308513879776001,0.0
40,0.021739130434782608,3.2211718559265137,3.0850069522857666,1.8876606225967407,1.1973463296890259,0.13616491854190826
40,0.021739130434782608,2.454317808151245,2.3675241470336914,1.4614461660385132,0.9060779809951782,0.08679366111755371
41,0.022282608695652174,5.516233444213867,5.380205154418945,3.468453884124756,1.9117512702941895,0.1360284388065338
41,0.022282608695652174,2.3580310344696045,2.2859933376312256,1.4086896181106567,0.8773037791252136,0.0720377191901207
42,0.02282608695652174,2.617090940475464,2.543574810028076,1.5995969772338867,0.943977952003479,0.07351607084274292
42,0.02282608695652174,2.096095323562622,2.0252208709716797,1.1881884336471558,0.8370325565338135,0.07087455689907074
43,0.023369565217391305,2.1284799575805664,2.1284799575805664,1.345474362373352,0.7830054759979248,0.0
43,0.023369565217391305,2.034327268600464,2.034327268600464,1.297175645828247,0.7371516823768616,0.0
44,0.02391304347826087,6.456362247467041,5.9384660720825195,3.63248348236084,2.3059823513031006,0.5178961753845215
44,0.02391304347826087,5.811548709869385,5.311357021331787,2.9179203510284424,2.3934366703033447,0.5001916289329529
45,0.024456521739130436,4.767933368682861,4.619104385375977,2.9675934314727783,1.6515109539031982,0.14882892370224
45,0.024456521739130436,1.779821753501892,1.7157957553863525,1.0327630043029785,0.6830328106880188,0.06402599066495895
46,0.025,4.308785915374756,4.088188171386719,2.5276548862457275,1.5605331659317017,0.22059765458106995
46,0.025,2.6743760108947754,2.594381093978882,1.5965423583984375,0.9978386759757996,0.07999499142169952
47,0.025543478260869567,2.617368698120117,2.546482563018799,1.6388826370239258,0.9076000452041626,0.07088615745306015
47,0.025543478260869567,1.4817922115325928,1.4257107973098755,0.9463930726051331,0.47931772470474243,0.05608145892620087
48,0.02608695652173913,3.0359957218170166,2.9101948738098145,1.6201965808868408,1.289998173713684,0.1258009523153305
48,0.02608695652173913,3.2590997219085693,3.0816850662231445,1.848755955696106,1.2329292297363281,0.17741456627845764
49,0.026630434782608695,2.136929512023926,2.0592753887176514,1.308783769607544,0.7504916787147522,0.07765413075685501
49,0.026630434782608695,4.9934611320495605,4.731508255004883,2.4972116947174072,2.2342963218688965,0.2619529366493225
50,0.02717391304347826,5.42327880859375,5.313667297363281,3.545255661010742,1.76841139793396,0.10961168259382248
50,0.02717391304347826,2.304551362991333,2.237420082092285,1.3916651010513306,0.8457549214363098,0.06713134050369263
51,0.027717391304347826,5.471982479095459,4.943826198577881,2.6396985054016113,2.3041276931762695,0.5281562209129333
51,0.027717391304347826,1.5478885173797607,1.4842652082443237,1.0413395166397095,0.44292569160461426,0.06362331658601761
52,0.02826086956521739,2.4778735637664795,2.4778735637664795,1.4404069185256958,1.0374666452407837,0.0
52,0.02826086956521739,2.126631021499634,2.0618832111358643,1.2723721265792847,0.7895111441612244,0.06474783271551132
53,0.028804347826086957,2.7682042121887207,2.673919200897217,1.6630319356918335,1.0108873844146729,0.09428506344556808
53,0.028804347826086957,2.6279923915863037,2.549866199493408,1.5557669401168823,0.9940991401672363,0.07812611013650894
