global_step,epoch,loss_total,loss_ce,loss_student_ce,loss_teacher_ce,loss_align
0,0,8.303165435791016,8.286375045776367,5.358084201812744,2.928290367126465,0.16790707409381866
0,0,nan,3.603562831878662,2.165419101715088,1.4381436109542847,nan
1,0.0005434782608695652,nan,4.104568958282471,2.3220436573028564,1.7825251817703247,nan
1,0.0005434782608695652,4.248534202575684,4.237640380859375,2.521153688430786,1.7164866924285889,0.10893736034631729
2,0.0010869565217391304,12.224813461303711,12.201772689819336,6.923925876617432,5.277846336364746,0.2304055392742157
2,0.0010869565217391304,8.295208930969238,8.281452178955078,5.197772026062012,3.0836801528930664,0.13757210969924927
3,0.0016304347826086956,nan,6.24725866317749,3.241361379623413,3.005897283554077,nan
3,0.0016304347826086956,nan,5.06480073928833,2.9092180728912354,2.1555826663970947,nan
4,0.002173913043478261,6.998723030090332,6.97930908203125,4.1047892570495605,2.8745198249816895,0.19414161145687103
4,0.002173913043478261,nan,4.395046234130859,2.6701130867004395,1.724933385848999,nan
5,0.002717391304347826,2.975647211074829,2.9622910022735596,2.000887632369995,0.9614033102989197,0.1335613876581192
5,0.002717391304347826,3.704314947128296,3.692546844482422,2.230675220489502,1.46187162399292,0.11767997592687607
6,0.003260869565217391,2.0590338706970215,2.0535898208618164,1.1381314992904663,0.9154583811759949,0.05444032698869705
6,0.003260869565217391,12.758747100830078,12.742873191833496,7.551838397979736,5.19103479385376,0.15874159336090088
7,0.0038043478260869567,nan,3.292078971862793,2.0998480319976807,1.1922308206558228,nan
7,0.0038043478260869567,2.4746265411376953,2.465348243713379,1.5226529836654663,0.9426953196525574,0.09278202801942825
8,0.004347826086956522,8.62175178527832,8.56646728515625,4.4647979736328125,4.101668834686279,0.5528441667556763
8,0.004347826086956522,7.937229633331299,7.920907974243164,4.476523399353027,3.4443843364715576,0.1632164567708969
9,0.004891304347826087,5.533477783203125,5.52358341217041,3.1136763095855713,2.4099068641662598,0.09894438087940216
9,0.004891304347826087,3.432459831237793,3.4206502437591553,2.084988594055176,1.3356616497039795,0.11809651553630829
10,0.005434782608695652,5.903852462768555,5.885223388671875,3.59224271774292,2.292980432510376,0.1862897276878357
10,0.005434782608695652,2.3359315395355225,2.327056884765625,1.3376771211624146,0.9893798828125,0.08874648064374924
11,0.005978260869565218,3.6799516677856445,3.6728453636169434,2.2213165760040283,1.4515289068222046,0.07106412202119827
11,0.005978260869565218,3.253840923309326,3.2401185035705566,1.9380580186843872,1.3020603656768799,0.13722346723079681
12,0.006521739130434782,2.6601555347442627,2.650088310241699,1.446379542350769,1.2037087678909302,0.10067278146743774
12,0.006521739130434782,3.557765245437622,3.5463666915893555,2.2228622436523438,1.3235045671463013,0.11398584395647049
13,0.007065217391304348,5.017267227172852,4.997488498687744,2.8610737323760986,2.1364147663116455,0.19778908789157867
13,0.007065217391304348,6.182504177093506,6.129755020141602,3.1919147968292236,2.937840223312378,0.5274910926818848
14,0.007608695652173913,2.2644357681274414,2.2563767433166504,1.3638821840286255,0.8924944996833801,0.08059054613113403
14,0.007608695652173913,7.141013145446777,7.1211771965026855,4.003421783447266,3.11775541305542,0.19835765659809113
15,0.008152173913043478,1.822310209274292,1.8143699169158936,1.0568532943725586,0.7575165629386902,0.07940254360437393
15,0.008152173913043478,4.612069129943848,4.596234321594238,2.5175187587738037,2.0787158012390137,0.15834735333919525
16,0.008695652173913044,3.9112613201141357,3.9047248363494873,2.437122106552124,1.4676027297973633,0.06536588817834854
16,0.008695652173913044,3.839693784713745,3.823761463165283,2.2329022884368896,1.5908591747283936,0.15932375192642212
17,0.00923913043478261,4.716055870056152,4.69602108001709,2.7219765186309814,1.9740447998046875,0.20034827291965485
17,0.00923913043478261,1.9445123672485352,1.934147596359253,1.2678344249725342,0.666313111782074,0.10364765673875809
18,0.009782608695652175,2.668687343597412,2.6589674949645996,1.7282934188842773,0.930674135684967,0.09719875454902649
18,0.009782608695652175,4.065216541290283,4.046027183532715,2.3582751750946045,1.6877520084381104,0.19189293682575226
19,0.010326086956521738,2.93902325630188,2.9285664558410645,1.7483489513397217,1.1802175045013428,0.10456760227680206
19,0.010326086956521738,nan,2.660130500793457,1.701525092124939,0.9586052894592285,nan
20,0.010869565217391304,nan,5.963012218475342,3.568953275680542,2.3940589427948,nan
20,0.010869565217391304,4.438621520996094,4.417634963989258,2.4273838996887207,1.9902509450912476,0.20986594259738922
21,0.01141304347826087,1.7627314329147339,1.7540180683135986,1.0764232873916626,0.6775947213172913,0.0871339738368988
21,0.01141304347826087,2.7036056518554688,2.691584348678589,1.6658495664596558,1.025734782218933,0.12021419405937195
22,0.011956521739130435,3.669800043106079,3.6558380126953125,2.181994915008545,1.4738432168960571,0.1396198272705078
